texto,real
@doctorcherokee @pray4abigail @mrsbgill @magablondie @matthewjshow @joebiden i never said there was!☺️,0
"@markdice @joebiden no, they had to get everyone lined up to make look bigger than it was.",0
@skynewsaust @mrandyngo @joebiden https://t.co/ufpd9scz6g,-1
@kamalaharris @kitchen5203 @joebiden # @joebiden wonthedebate,1
@was_i_here @femmevoilet @evanakilgore @joebiden @erinmarieomg i don’t think there is any need but i’m not falling for your trolling. but yeah you certainly seem like the uneducated type for sure. your writing says it all. so keep it up,0
@joebiden let’s break down those points health care is a right there are armed black militia groups in louisiana and kentucky you accepted money from china (the largest polluter in the world) the same government bought by corporations,-1
@joebiden https://t.co/k3ibapljga,0
@joebiden hahahha your funny ily,1
@joebiden https://t.co/iuuciygunu,0
@joebiden you got spanked,-1
@realpaulmay @joebiden 👍🏼👍🏼 voted 👏🏻,1
@knldgescue @jac__ross @joebiden i’d live an amazing life if i only paid 750 in fed taxes.,0
"@i_am_josh3 @ambellina77 @tylerwcai @sw_kennedy7 @qtanon1 @joebiden the company was a startup company that made a special kind of solar panel, and it was given $535 million in loans by the obama/ @joebiden administration, but it couldn't compete against companies that make traditional solar panels and filed for bankruptcy. so that money was lost.",-1
@louisedavies26 @funandreviews @mmpadellan @joebiden @lola728 you cannot apply whataboutism to historical fact. this line of argument literally makes no sense when you are staying that stalin was on the losing side of ww2 #revisionism is what you are actually trying to do here https://t.co/mijuk0obto,0
“you cannot go to a 7-11 or a dunkin’ donuts unless you have a slight indian accent.” - @joebiden #my @joebiden ad https://t.co/mmkex7oye1,-1
@joebiden ’s $1.7 trillion climate plan would be blow to big oil. ⁦ @joebiden ⁩ has a plan; ⁦trump⁩ does not. https://t.co/h28bnbevjk,1
@gmiar @_reaalamerican_ @hillaryclinton @joebiden she was right about him in 2016 and she’s right about him now. country over cult leader.,0
@joebiden “ time is running out you need to put your adds back out there! trump has not stop his. @kamalaharris we can not allow him to take advantage of this situation or your kindness @cnn @acosta,1
@jimcarrey @joebiden @alecbaldwin @mayarudolph @chrisrock i’m so excited to see what i hope is a epic show!!! best of luck!!!,1
" @joebiden stay there...that place is a shithole, you'll fit right in. go browns!",-1
@amyedwardslpc @ryansmomo @joebiden meanwhile trump and his dad went to a movie while his older brother was dying of alcoholism related health episode. https://t.co/5gqbg6scda,0
@windyweather57 @naomi @joebiden @joebiden @potus @gop i was born and raised in scranton. still live here. i am so proud of @joebiden and his wonderful family. he gave our city something to celebrate.,1
filled in my bubble for @aerodgers and @joebiden ! https://t.co/cvnzq4zdy7,1
@sophiabush @debramessing @joebiden this. a million times this. thank you @sophiabush,0
"@foxnewssunday hey chris, why didn’t you push @joebiden to answer your ?’s about packing the supreme court, denouncing blm or antifa? why? why so biased? #biasedwallace #debates2020 #debate2020 @realdonaldtrump",0
@larryelder @joebiden this is very telling. laughing here!,0
@jelle_simons @joebiden i still didn't see where @joebiden told antifa to stand down.,0
@helenhs @iamsoul53 @joebiden they no look too happy right there. we feel ya ladies.,0
@bruzzilla @civillost @ttpets02 @skynewsaust @joebiden more center / right but you idiots are sliding so far left everything looks a long way away.,0
@joebiden https://t.co/pn1pncbpwb,-1
@deanna5266 @pattyarquette @speakerpelosi @repadamschiff @joebiden if you're tired of domestic terrorism you should look into blm and antifa,-1
@joebiden who cares..,-1
@joebiden fl last day to register is october 5th its takes 2mins. please share. https://t.co/fwbjcwyuzu,0
" @joebiden @barackobama um, who did you free? oh, he wasn't your friend, he was your boss. https://t.co/9rytxukus2",0
@abc media mob 🦜 so where hunter @joebiden - what about #blm and #antifa oh that’s right he get a pass. without wallace he would have fallen on his face. so eff you and @foxnews,0
" @joebiden we will do this, @joebiden ❤️❤️❤️",1
@wesley9172 @joebiden bro get a lifeeee your such a fan for @joebiden . go hail to your boyfriend trump lmaooo,0
@joebiden we love you @joebiden !,1
@joebiden karabakh is the territory of azerbaijan ... united nations resolutions are clear. armenia must leave karabakh immediately ... there is no other solution.,0
@ferretsec @unleashthetea @joebiden @dr @joebiden better way to say it is a person not baptized,0
@loganauld @joebiden the freako commenters are like eating it.,0
@hillaryclinton @joebiden that’s right bc we aren’t a democracy. we are a constitutional representative republic. @realdonaldtrump is out to save the republic. and despite everything you and everyone in your party and even his party have done he’s done a fantastic job.,-1
@justinkollar @headocolettuce @joebiden what does it take to arrest trump for literally making a terrorist threat on live television?,0
@joebiden we need out of this!!,0
#fbr tuesday #votebluedownballottoo @joebiden @claypaulnobles @phoenixsocial2 @democracyinn @hilltop3407 @batnat007 @loveshine204 @ampmtalk @isa___rose @kelleyrose20 @judyhager11 @surge4earth @snarkier2020 @raybyers1 @sidthakur_amr @kevindgrams @jamieluvsaj https://t.co/6b54jgxckt,1
@joebiden jeni's is the best! pssst...go with the airpods.,0
" @joebiden actually i am not white and i did not support either party until i find out the @joebiden s got billions of dollars from china and all those democrats who just want to get more and more money for themselves , not for the people when",-1
"@teddyhosevelt @davidlefler @tea_i_am @tzipshmil @buzzpatterson @joebiden there are ways to be frank and honest with the public, but also not create a panic. downplaying it, saying it‘s like the flu and not dangerous was definitely detrimental to public health. he could have said: „look, this is a dangerous disease. please try to limit your contacts",0
@joebiden refreshing! appreciated!,1
@speakou94105459 @joebiden i think they have it under control. he doesn’t need your advice.,0
@joebiden let me think.. https://t.co/e91afkascg,0
@joebiden you are way a better man than i would had been sending him well wishes. you know if it would had been the other way around he would be laughing like when he critized you in the debate that you always had a mask.,1
@ksmoola1 @joebiden he’s not up yet.,0
@jimsciutto @crewcrew @openletterbot @joebiden @senkamalaharris who's our ag?,0
@alden4america @richardgrenell @joebiden the point was he couldnt name 1. any candidate has someone from any profession. @joebiden doesnt have many leo’s though. democrats have really burned that bridge. then hit it with c4 and finished it off with a tactical nuke. it will be interesting to see how that strategy goes for them,-1
"@jamesrhicks2 @joebiden 47 years of taking a train back and forth to work just to be home for his kids. a man who didn’t make a ton of money, but worked for the people. finally making money after leaving office with book deals and speeches. he could have just retired and enjoyed the rest of his life.",0
@bhavdip143 @joeblow31739139 @joebiden https://t.co/iu7yuwsdbr,0
@swamppump @joebiden we will win 🇺🇸,0
@aliciamae_o @toddstarnes @joebiden @kxel1540 bullshit! you want to change the rules because you lost. in other words cheat.,-1
@joebiden don't believe you. you'll be the puppet of the violent marxist left and the billionaire who will have you turn america into a globalist socialist swamp as they have you rip up the constitution. you will be the destroyer of america.,-1
@queenslandinve1 @joebiden it's totally cool. be well. you and we shall prevail.,0
"@brucelugton @frank38328140 @iheartmindy @therock @joebiden @kamalaharris @potus i realize it's a stretch but you should understand that people are taking these doctors and administrators to court because their parent had a heart attack and only covid on the death certificate. or motorcycle accident, cancer, and many others... lots of cases. no media? why?",0
@yiskagavriela @rutiregan @faltuseugene @joebiden https://t.co/y1qkkzcp2u,0
@burristaads @condorozark @rwtrollpatrol @joebiden knowledge and wisdom have no age. i am considered a man under the law. america (incase you didn't know) was built by young people who made it into the greatest civilization ever established by mankind.,0
@mimitraki @joebiden ,0
@sbusinessdreams @robisraelart @joebiden that's classless too. i'm not a trump supporter by the way. both sides can and do act poorly.,0
@lenore4evrmore @schristine90 @gavinnewsom @joebiden well now we understand why portland is such a shit show literally. while we were supporting police you have obviously been complicit in the anarchy. that explains why it’s lasted for nearly 4 months. good luck to you sir you’re gonna need it,0
"@melanieisom12 @pelotonforwife @__mimi5 @applechen1107 @qtanon1 @joebiden more like orange-man doesn't know how to keep the country together or how to condemn white supremacy, or wear a damn mask. but, keep believing that he's the most gloriest leader we ever had... https://t.co/yuif87buns",0
💥#wakeupamerica💥@cortessteve @joebiden sold out america @joebiden ’s sellout to the ccp caused 60000 american factories to close @joebiden shipped millions of american jobs to china &amp; what did the chinese communist party send us back in return the virus @realdonaldtrump #vote2020 kag 🇺🇸 https://t.co/uy9rgxlgvs https://t.co/kidd0piozz,-1
@joebiden did anyone expect any less from this potus who has constantly mocked the dying words of a black man murdered by the police for the “crime” of selling a loosie...#ericgarner #icantbreathe #blacklivesmatter https://t.co/btenq2guds,0
@ryanblackwell @kamalaharris @joebiden hahahahahhahaha you just told plugs to insult someone else's hair what a twat statement da! 🤣😂🤣😂🤣😂,0
@toddstarnes @joebiden @kxel1540 don't you feel like the ultimate fool ? https://t.co/a3zbqvuqs2,-1
@joebiden shut up man/clone!! may god's justice reign!!!,-1
" @joebiden @vickiefisher13 for profit healthcare will be the downfall of this nation. other countries with single payer systems are actually beating this, while we are bracing for the worst.",0
@joebiden ya he said he said he will beat you,0
@joebiden only @joebiden can unite america.,1
@brentscher @donaldjtrumpjr @joebiden your family is full of liars.,0
"@toddstarnes @joebiden @kxel1540 word on the street is that @toddstarnes is a pathetic halfwit. i mean, there's no lie so disgusting that you won't regurgitate it, is there?",0
@joebiden got my vote...even though you are trying to infringe on the 2nd.,1
@joebiden https://t.co/x9niya6xoe,0
go @joebiden ! @joebiden ,1
@amyedwardslpc @joebiden yas queen!❤️❤️,0
"@nbcnews @joebiden was even confused about his own sons . when @potus asked him about hunter taking millions from russian, @joebiden started defending beau, who unfortunately died of cancer years ago. trump was so stunned he said i didn’t know beau #itshunternotbeaujoe #presidentialdebate2020",-1
" @joebiden @rolandscahill i love you, @joebiden . or, ""jim"", as dumbass called you in the beginning of the debate... before his tantrums. https://t.co/uwdfwal1wc",1
@kathleendailey @trmircat @joebiden https://t.co/y4rtquyigs,0
@joebiden @dr @joebiden i sure hope not.,-1
"@riah25217096 @judge_gordon @shenshhh @beckyllopez80 @joebiden all squares are rectangles, but not all rectangles are squares. this particular line you have chosen is basically the same as the ""hitler also had a dog"" fallacy. just because a bad person holds ideas that are terrible, that does not mean that everything they do/like is terrible.",0
"@jonpatriot @dreambrother808 @gxldengray @amiewohrer @joebiden , 🇦🇱",0
@realcandaceo @joebiden talking out that stupid ass wig again @realcandaceo,0
@joebiden not say to me how i can save my family. u cant!!,-1
"@brijo12011989 @laurencap131 @emmj_goat @joebiden trump interrupted 359 times, @joebiden only 73 https://t.co/2xgsv9yzmg",0
i think @joebiden and @kamalaharris should tell us if trump tried to approach them at the debate.,0
"@miranda68285634 @knucklesbeating @kentrumpster1 @joebiden you’re correct. it is a body within her body. question- if you believed it was a human worthy of protection inside of that woman’s body, would you fight for it? i don’t care if you say it’s belief or not. as a member of the human family, any child, your child, is precious to me.",0
" @joebiden @joebiden keep supporting antifa and how they are literally destroying your country, but you know that https://t.co/g0to20bphc",-1
@robsandia @carsonforsenate @joebiden nooooo....cringy,0
@joebiden @amtrak explain this one @joebiden ... @joebiden @joebiden arrested &amp; executed hunter @joebiden arrested &amp; executed,0
@joebiden “antifa is an idea” !!,0
@nebraskanative1 @progressiveicon @joebiden i just plan to read a transcript. i have never cared for @joebiden but for political reasons. all the same looking up something else entirely when i saw nearly all things trending on snopes were amoral and untrue things about @joebiden and his family i did think that was dirty pool.,0
@adamlowe1998 @texasblue1 @joebiden no thanks. https://t.co/6isjppqqfi,0
@jennaellisesq @gatewaypundit @joebiden you will destroy the soul of this nation.,-1
@buzzpatterson @joebiden he clearly doesn’t as he sent him his best wishes 🤞🏽🙏🏽,0
@bradhampton @joebiden @thevivafrei i... agree. lol i'm on kyle side.,0
@joebiden but you said he is the worst president ever.,0
@joebiden my grandma says your a rituse lady,0
"@4a_of hell no. @joebiden has done everything right as far as covid goes: wearing a mask, social distancing, etc.! trump screwed up! 🤷‍♂️🤷‍♀️",1
@kamalaharris @joebiden @joebiden should be in a nursing home. plus he wore a wire. dems are nothing if they can’t cheat. open faucet for lies and the thirsty liars drank it up.,-1
@plazzmatic @joebiden how you gonna try to tell him to condemn something when trump wouldn’t?,0
@joebiden #democrats need your souls for moloch. #walkaway nay... run! https://t.co/ewzrfby4gg,-1
@60mins @justinmprice @joebiden @channel9 that's rich coming from a trump supporter! 20+ woman assaulted &amp; rape accusations from a 13 year old girl!,-1
" @joebiden c’mon man, you’re a joke @joebiden .",-1
@joebiden @veger70 if trump was truly for #lawandorder he would turn himself in. #trumpcrimefamilyforprison,0
@foxnews you are all insane! @joebiden go out and win this race. campaign line you never gave before. @realdonaldtrump is still talking sh%#!!! you were decent and took your ads down. please run them. republicans are still running ads. one month no time to be nice.,1
"@misikomichael @joebiden omg! the president has had many people say he never said that about heroes. you are quoting some no name trump hater! as for the virus, are you like @joebiden and blame him for all deaths? get a grip and be adult who accepts other ideas other than your own.",0
@nala1cub @joebiden did i ever say the lockdown was @joebiden ’s fault? no. @joebiden isn’t in office right now. i’m simply saying he and his team blame trump both for the economy tanking and for not taking the pandemic seriously. you can’t have it both ways with your attack strategy.,-1
@mrandyngo you can't hurt an idea! i did not see anything get hurt . you can't hurt an idea right @joebiden ?,0
"@duncan92430280 @davidmweissman @joebiden do you really think he is hiding is his basement? who are you trying to convince? i mean frankly, you just look like a moron or a bot.",0
@pismo_b @joebiden https://t.co/bbcaaoadeq,0
@raynallday @crzykowski @jrgaillot @joebiden you sound old...in a wise way.,1
@naynay3181372 @kenyattaanders8 @lisaturnage12 @joebiden no preventative measure is 100% guaranteed. all we can do is minimize chances of catching it. walking around n socializing without a mask tremendously increases chances of catching it . but it was never a 100% guarantee u won’t catch it even when wearing one. play the odds.,0
@joebiden @joebiden is sending out a secret message to his old friends. https://t.co/2pont19vgd,0
@joebiden 401k,0
@joebiden https://t.co/uwoktovzw2,1
@gapfiller99 @freighttrain48 @joebiden why? because you make assumptions with no facts? honestly no what can you expect from someone who’s against gun control(:,0
@kat92550604 @roch2779 @mholly01 @sandkrodgers @joebiden texas has fires and natural disasters also unfortunately https://t.co/gs7ca7wzwf,0
"@newdayfornj @joebiden agreed, but what is he dictating?",0
@kamalaharris @sharylattkisson @joebiden geez! you even lie to the kids for no reason! wtf lady!,-1
@jljacobson @joebiden @kamalaharris as far as i can see - they are.,0
@joebiden a big 9.0 earthquake in ca will solve all problems in america.,0
" @joebiden praying for you and jill that the moronic trump gang didn’t spread the virus to either of you, please be extra careful! we need you now more than ever ❤️❤️❤️",1
"rt @shestokas: @joebiden and of course, folks who have fundamental disagreements with the church shouldn't market themselves as catholics. https://t.co/eflbnag3tg",0
@joebiden you'll never be president,-1
" @joebiden it's disgusting that anyone would blame him for deaths due to a chinese virus especially when you opposed every proactive move he made! and it's disgusting for anyone to perpetuate this lie! ""stupid bastards""",0
"@hylaguilar @forgeriver @repsfor @joebiden @joebiden yep, record high income, record low unemployment, sounds like prosperity to me. thank your local democrat politicians and the msm for ruining that in 2020.",-1
@joebiden please continue to get tested everyday. we need you healthy. nov 3rd is one month away. https://t.co/38d0inuxpo,1
@thea_burke @joebiden ....who attacked the other's kids first? @joebiden did. @joebiden went after family first. why must @joebiden supporters always live in a alternative reality?,-1
@superman4u99 @kamalaharris @joebiden https://t.co/gnscwkdpto,0
@richr58 @joebiden im only watching to make fun of @joebiden when he starts studdering and choking up on his words when trump bashes his ass and wins the debate tonight 🤣🤣🤣 hell im even taking a break from video gaming tonight for this one...🤣🤣🤣 lets get em trump 🇺🇸🇺🇸🇺🇸,0
"@marmel @projectlincoln @meidastouch @donwinslow @joebiden time for 210,000 pairs of shoes on the wh lawn, some empty bottles of bleach and and a $750 sign in the midst. just invite people to chuck them over the fence. that ought to send a message.",0
@joebiden you’ve got this!!!,1
"@can_gas @hkrassenstein @joebiden incorrect, buckaroo. he legit told his proud boys supporters to ""stand back and standby"" last night on live national television. it wasn't edited. from his lips to the nation's ears.",0
"@briebriejoy @joebiden that’s the part you focused on? not the part where trump told the proud boys to, “stand back and stand by.”",0
@joebiden https://t.co/njxelykvyy,0
" @joebiden @joebiden , we’re still waiting for you to answer at least one question from last night.",0
@liz14344sg @joebiden why are you so obsessed with me? please spend some time dealing with your emotional needs instead of on these desperate pleas for attention. goodbye.,0
@joebiden has a great sense of mission. he knows trump needs to beaten. he pulled through. @joebiden won tonight. 36 days until dawn. vote. @votolatino,1
@thebuckeyestat1 @thatapex_gamer @lion98352935 @joebiden nobody should be patriots for either of these idiots. our country was founded by a will to be free then we do nothing but enslave everyone whether through the blacks or the poor sometimes both. this country fails at its one goal.,0
@joebiden nice try @joebiden . but never.,-1
@4dchessmaster23 @joebiden how can you say that when democrats told us even the china ban was too much. no one expected europe to be as infected as it was but sure let’s blame a person who needs 100 votes to pass a law,0
@joebiden agreedd,1
@joebiden @kamalaharris and call a lid by 9.30 every morning?,0
@kaitlancollins @richardmarx they probably knew when they debated @joebiden @joebiden too. @joebiden had better get tested.,0
"trump’s strategy last night was to break away the far left from @joebiden ... and he succeeded with “the green new deal” and “medicare for all”... crazy extreme left won’t show up to vote now, #berniebros are pissed #outnumbered",-1
@alazmatf @darealnickwave @darkgiftcomics @cursedmusicyt @joeinnoho @joebiden @realcandaceo https://t.co/uvqlt8d9m4,0
@babakminasazi @joebiden yup he doesn’t deserve sympathy https://t.co/uspr475qgh,0
@joebiden @kamalaharris its one of his biggest lies ever! its a hoax! this man tweeted the plan on sept 18th!!! https://t.co/s5bbgj7l9f,0
"“antifa is an ideology, not an organization.” @joebiden not a good look guy.",-1
@joebiden #clueless @joebiden ,-1
@joebiden can’t you run on something else besides blaming the pandemic that is affecting the entire world on our president??? so stupid.,-1
@yenicerid @sagi21asu @joebiden https://t.co/lz5voks90g https://t.co/oeasuumqtk https://t.co/svtf649jma,0
@joebiden https://t.co/pcszhejftm,0
@joebiden like you did antifa?,0
@bullyboy1000 @kenny_sowellfan @joebiden trump attacked the fact he is a criminal.,0
@_karimelk @gnuseibeh @joebiden guess you don't know indonesians are muslim that's ok don't expect madarsa chhaap to know that egyptian christian and moroccan jews say that so the other person does not find out their religion and kill them,0
@joebiden i’m a trump fan but this was classy sir.,0
@joebiden he won't !!! @joebiden do whatever you must to win and bring the pride back for the military.,1
@momssafe @joebiden https://t.co/elziryr4ox,0
"@brentscher @donaldjtrumpjr @joebiden do not weep for the bomb maker when he is caught in his own explosion. trump mocked, ridiculed and defied the science and experts. he deserves no sympathy, he has shown none for the over 200k already dead. i wish him no ill will, but will not shed a single tear.",0
@joebiden @dr @joebiden think of how much we'll save on the secret service with jill @joebiden on the job.,0
@jbird81509206 @pat_bojanglez @hkrassenstein @joebiden don't forget this. but but but trump is a racist 😂😂 https://t.co/pxn0reiilb,-1
@davidjharrisjr @joebiden absolutely,0
@joebiden but don gets 2 scoops?,0
@jmartnyt @davidbegnaud @joebiden they went low....time to go high! for now,0
@joebiden https://t.co/9fjeulkl5r,-1
@ajr1960salsa5 @joebiden @potus your response doesn’t even make sense. stop acting as though the left is any worse than the right. the issue is that the president called out literal citizens of this country. if @joebiden had done the right would be in uproar.,0
@thewatcherd @jrgaillot @joebiden exactly,0
@kellyannepolls @joebiden @aoc @edmarkey cant wait to read your tell all.,0
@joebiden absolutely trump 2020!!!!,0
@therealmckay3 @koan4u @joebiden so you're pretty close with both couples?,0
@tfastlanez @bobsmith4152 @benigma2017 @joeflex73 @joebiden spend all your time crying about why the democrats didn't do something. when will you be old enough to vote?,0
"@eril2030 @cscarb99 @unitedasone2020 @realtylerzed @joebiden you do realise govs outside your corrupt country also found evidence russia hacked your election. do you understand there is more than one country in the world? also barely 20% of ur pop voted for the cunt the first time around, so where this 75% come from? facts matter 😂",0
"@humblesatboy @mainmichael13 @0xfedbeef @joebiden i take from your multi panel response very little. you insist that harris isn’t black despite having gone to hbcu, despite becoming an aka member and identifying as black. your other point is that blackness is a shallow category that nevertheless reduces the human",0
@joebiden i will vote for trump. !!!!!!,0
"@patriot4libert1 @sixofb @takesoftruth @joebiden you do realize founder and leader are two different words, don’t you?",0
@jill @joebiden 46 @princessbravato @joebiden ❤️,0
yes! my husband has struggled with a stutter and i know how difficult it must be for @joebiden to get up on that stage and fight for the american people. # @joebiden harris2020 #debates2020,1
@amyvan96 @joebiden ugh queen ily 😻😻😽,0
@kentrumpster1 @joebiden so while we are on the subject of children do you also believe the children in cages deserve to be reunited with their families or are you just pro fetus because you can’t be pro life if all the kids don’t matter!!!,0
@joebiden it’s all about integrity folks ; watch these videos and judge for yourself before you vote https://t.co/c3v3wfcdjq cheater father crook son. it’s no wonder https://t.co/zipjcsentf,-1
" @joebiden lied to #america when he said he no longer supports the #newgreendeal, which was already presented and denied by senate. # @joebiden 2020 https://t.co/6z7enzzyyt",-1
@joebiden what??,0
@artnthesoul @watsdecraicjmac @real_defender @joebiden remind me. who said we took over the airports during the revolutionary war?,0
@joebiden you are a good man @joebiden !,1
@joebiden stay well mr. @joebiden . our country needs you.,1
"@tonikuehl12 @truth @joebiden i agree he has fulfilled placing judges, maybe cut red tape which helped encourage business. but he has massively increased the national debt &amp; cancelled p44 regulations that protected usa from companies that have few scruples &amp; would irreversibly damage the ecosystem for profit?",0
@joebiden a usa moment please. america is a continent with many many countries.,0
@cheddarkitty @nytimes @dnc @joebiden 😢a threat to democracy.,0
@joebiden a man didn’t answer any questions who lied about his son taking 3.5 million from russia who lied about unmasking flynn who lied about everything this is you a @joebiden ,-1
@rolandsmartin @joebiden agree and noah trevor should've been the moderator.,0
@hoosiers1986 @starryknight47 @joebiden lied his ass off &amp; wallace saved his ass several times,0
@kawlijah @thepubliususa @donnabe21862799 @joebiden #thoughtsandprayers for the #trumpvirus,0
@davidca51544748 @yiddishsteel @joebiden trump: -first step act -future act -executive order 13779 -opportunity zones @joebiden : -mass incarceration,0
@penielsz @joebiden why doesn't your god stop those people himself? are you someone who believes your god has a plan for us all? if so then surely its plan is for those people to be gay / bi / whatever they are? if you believe in something all controlling then those people come under that control.,0
@joebiden neva seen u by no flagpoles or plots,0
@meenaharris @joebiden @kamalaharris please please please keep them safe.,1
"@greg98071572 @conservblue2020 @joebiden jesus...the mask is less effective at stopping virus particles in the air, but it does stop virus-carrying particles in your breath from escaping into the air. that’s why they say that the mask is most effective for protecting others from you. that’s been known for a long time.",0
belle isle detroit michigan did this to honor those lost omg 💔💔💔 @joebiden @speakerpelosi,0
@joebiden @dr @joebiden why don't you do a cross country tour by train? it would be a great publicity moment for amtrak while showing america how beautiful our country is &amp; that we must preserve it.,0
@joebiden can you be more of a cuck right now?,-1
@joebiden why didn’t you answer about packing the court @joebiden ? antifa is just an idea? how about naming a law enforcement agency that supports you? 🤡,-1
where does syphilis brain get the idea that @joebiden wanted to stay open? where!,0
@thenakahat @lucaswebb105 @joebiden you didn't like your tweet this time?,0
" @joebiden of course ,no.",0
@joebiden people get paid what their labor/skill is worth to the marketplace a black doctor makes more than a white cashier for example ... stop making everything about race,-1
" @joebiden if you dont repudiate for me, an american citizen in florida, the extinction of all jewish communities in lands of perpetual love then you are a raging anti semite and racist. right now if you dont do it. since that's how it obviously works.",0
@buzzpatterson @joebiden quit acting like a child online you’re running for fuckin congress. trump ain’t denounce the proud boys @joebiden ain’t owe nobody an apology he never even insinuated he wished death upon him. shame on you for casting that on anyone. using headlines to trap candidates. u a bitch sir,0
@projectlincoln @joebiden ,0
@hillaryclinton @joebiden fr@žźłędrįp. we know. fuck you.,-1
@joebiden no shit dumbass doublespeak bastard,-1
go get him @joebiden ! #grabtrumpbythepussy #debates2020 #debatetuesday,1
"that being said, i’m praying for @joebiden . he was in the presence of a lot of hot air droplets there other night.",1
"@ofnoimportance @nancylangeboca @joebiden trump honestly needs to just shut up, and drown in his debt. time to move on.",0
@jennafortruth @joebiden i agree. and i’m also really trying to avoid karma. 😎,0
@stevenneville1 @firearmspb @csbence @joesilverman7 @kurtschlichter @joebiden @kamalaharris you can hope you don't have to but you must be willing to.,0
@joebiden https://t.co/qajybe9tmi,-1
@joebiden i’m so glad that you “wear the biggest mask” that trump has ever seen. 😷 # @joebiden @joebiden kamalaharris2020,1
"@amyklobuchar @joebiden should condemn antifa and the blm organization! fair is fair! american citizens can’t wait to vote against democratic tyranny, hatred, lies, and race wars! we reject critical race theory! we reject ballot harvesting too!! vote red and in person america!!",0
@joebiden and @kamalaharris should still hold a debate against one another if the disease-laden occupant of the white house is dead set on stomping his feet in the ground because he can’t infect more people &amp; scream at them in person and make himself the laughing stock of the 🌎,0
"@demdifference @hereforthecom14 @dougbusch @barackobama @joebiden help me understand this graph. from the look of it the first obama years weren’t great either, falling bellow to peak covid levels. it picked up after that and trump seemed to follow the trend. this looks like a non factor. https://t.co/c8zkltrzpg",-1
@joebiden you got a lot of women on your side tonight.,1
" @joebiden if you don't have to during a town hall a few days ago, neither do we.. mr.""rules for thee, but not for me"". foh #trump2020landslidevictory https://t.co/dbtfoomam7",-1
"obviously, i will be watching @joebiden ’s town hall. let’s give dumpster and #nbc the lowest ratings ever! #nbcistrumpsaccomplice #nbcboycott #nbcblackout #townhall # @joebiden townhall #abc #abcnews",0
